,O3 (ppb),CO (ppm),SO2 (μg/m³),NO2 (μg/m³),PM2.5 (μg/m³),PM10 (μg/m³),Polluted
2982,99,0.5,138,113,51,90,1
2983,10,0.7,33,87,12,64,0
2984,78,0.9,52,97,36,79,1
2985,59,0.7,32,26,98,52,1
2986,16,0.2,43,41,36,81,0
2987,107,0.9,104,48,70,62,1
2988,115,0.9,62,13,52,6,1
2989,21,0.7,36,18,53,36,0
2990,32,0.3,15,74,39,63,0
2991,81,0.2,29,113,56,55,1
2992,22,0.0,29,44,36,21,0
2993,53,0.8,47,116,70,38,1
2994,90,0.9,79,53,63,94,1
2995,33,0.1,103,24,81,50,0
2996,112,0.6,53,102,80,98,1
2997,76,0.8,142,74,49,63,1
2998,82,0.5,65,106,69,88,1
2999,27,0.9,33,61,82,25,0
3000,52,0.4,18,78,33,30,0
3001,36,0.2,141,17,35,45,0
3002,7,0.4,7,56,14,28,0
3003,77,1.0,47,14,48,10,1
3004,70,0.5,74,116,3,25,0
3005,23,0.4,7,102,54,51,0
3006,51,0.9,35,81,42,99,1
3007,84,0.5,33,89,75,95,1
3008,66,0.8,66,90,13,27,1
3009,57,0.8,12,109,93,27,1
3010,96,0.7,15,46,84,18,0
3011,20,0.5,76,51,43,46,1
3012,17,0.3,131,75,47,38,0
3013,60,1.0,122,19,6,90,1
3014,9,0.7,148,71,4,45,0
3015,99,0.8,32,17,34,57,1
3016,53,0.8,13,37,29,59,1
3017,95,0.9,61,68,87,56,1
3018,87,0.8,46,104,71,95,1
3019,105,0.1,21,94,43,76,1
3020,44,0.6,111,62,74,25,1
3021,93,0.3,147,109,12,91,1
3022,124,0.9,25,97,53,13,1
3023,37,0.9,116,72,48,29,1
3024,113,0.8,10,94,48,35,1
3025,79,1.0,98,109,27,24,1
3026,111,0.9,126,111,55,58,1
3027,6,0.9,87,103,81,5,1
3028,18,0.4,90,61,41,55,1
3029,116,0.7,65,56,92,80,1
3030,89,0.5,107,24,9,74,0
3031,121,0.4,17,70,91,54,1
3032,116,0.9,146,121,89,28,1
3033,11,0.4,79,83,34,99,1
3034,19,0.9,61,123,55,76,1
3035,84,0.9,41,90,37,12,1
3036,68,0.8,18,128,79,5,1
3037,100,0.9,55,80,79,40,1
3038,11,0.4,8,90,38,6,0
3039,123,0.5,119,34,85,14,0
3040,15,0.9,74,60,27,64,1
3041,93,0.4,70,72,10,79,1
3042,109,0.6,134,109,71,83,1
3043,88,0.7,9,118,45,90,1
3044,105,0.1,96,76,27,81,1
3045,51,0.8,106,61,6,13,1
3046,55,0.1,93,79,78,40,1
3047,79,0.5,31,121,45,61,1
3048,38,0.3,116,78,80,61,1
3049,92,0.8,27,105,88,13,1
3050,73,0.9,48,83,88,74,1
3051,37,0.4,62,124,75,44,0
3052,35,0.3,135,76,85,37,0
3053,71,0.1,130,11,94,13,0
3054,36,0.5,73,100,64,42,0
3055,72,0.4,100,30,45,97,1
3056,51,0.6,104,83,60,32,1
3057,98,0.4,41,24,72,16,0
3058,58,0.2,142,106,61,80,1
3059,54,0.8,52,46,73,94,1
3060,77,0.1,33,109,34,80,1
3061,63,0.0,68,10,24,18,0
3062,71,0.5,90,62,32,47,1
3063,92,0.1,42,57,55,85,1
3064,26,0.9,29,36,94,13,0
3065,38,0.6,107,112,37,42,1
3066,94,0.2,10,56,78,60,1
3067,101,0.7,142,92,70,65,1
3068,11,0.1,33,60,97,88,0
3069,83,0.0,76,118,61,37,1
3070,20,0.4,55,40,3,15,0
3071,79,0.8,113,37,14,66,1
3072,109,0.3,120,129,68,86,1
3073,27,0.5,119,45,69,96,0
3074,36,0.9,99,22,89,76,1
3075,61,0.4,53,109,29,59,1
3076,85,0.8,20,48,73,69,1
3077,51,1.0,84,24,88,86,1
3078,118,0.1,33,114,29,14,0
3079,35,0.1,98,93,48,81,1
3080,5,0.2,109,25,82,90,0
3081,60,0.7,119,99,84,63,1
3082,82,0.8,6,71,43,72,1
3083,92,0.8,48,10,52,58,1
3084,59,0.4,119,58,38,64,1
3085,119,0.8,51,75,8,8,1
3086,92,0.7,106,21,80,6,1
3087,111,0.2,26,95,85,61,1
3088,94,0.7,85,39,61,8,1
3089,13,0.3,105,91,94,61,1
3090,79,0.6,18,71,40,55,1
3091,77,0.7,131,42,96,46,1
3092,124,0.4,33,87,96,95,1
3093,19,0.9,116,18,67,94,1
3094,75,0.8,125,29,84,33,1
3095,8,0.6,117,123,82,51,1
3096,61,0.9,98,123,16,13,1
3097,54,0.4,82,128,59,83,1
3098,46,0.4,121,60,52,55,1
3099,61,0.7,114,109,48,87,1
3100,13,0.4,19,68,75,16,0
3101,54,0.9,30,53,56,75,1
3102,66,0.1,39,52,61,82,1
3103,97,0.7,36,89,63,81,1
3104,63,0.9,133,80,95,52,1
3105,83,0.1,35,59,39,50,1
3106,54,0.5,13,103,17,22,0
3107,109,0.7,24,50,49,59,1
3108,98,0.6,7,112,18,21,0
3109,48,0.4,44,99,40,85,1
3110,96,0.8,105,57,13,21,1
3111,11,0.7,118,62,82,29,1
3112,31,0.2,34,84,40,9,0
3113,67,0.9,133,62,25,59,1
3114,29,0.6,145,64,16,61,1
3115,72,0.5,80,120,18,73,1
3116,102,0.4,118,29,69,92,1
3117,105,0.2,70,129,80,61,1
3118,97,0.6,150,29,60,87,1
3119,84,0.2,48,71,19,70,1
3120,9,0.8,18,21,50,94,0
3121,64,0.4,44,46,11,87,0
3122,94,0.4,72,95,24,56,1
3123,40,0.7,72,19,64,75,1
3124,47,0.2,44,58,69,36,0
3125,8,0.2,123,74,11,83,0
3126,111,1.0,28,91,42,43,1
3127,117,0.8,83,50,64,88,1
3128,104,0.6,145,63,81,47,1
3129,39,1.0,79,122,34,21,1
3130,13,0.7,53,54,57,80,1
3131,122,0.9,62,127,3,91,1
3132,59,0.2,27,22,53,87,0
3133,84,0.6,82,34,59,76,1
3134,21,0.8,78,63,90,44,1
3135,65,0.9,46,99,97,51,1
3136,89,0.6,39,77,50,20,1
3137,28,0.3,53,127,12,99,0
3138,111,0.8,85,31,64,32,1
3139,124,0.8,147,83,16,46,1
3140,100,0.2,91,92,48,21,1
3141,68,0.8,103,77,43,83,1
3142,107,0.5,148,71,91,28,1
3143,89,0.2,123,64,19,37,0
3144,87,0.4,58,101,28,50,1
3145,97,0.5,117,26,28,94,1
3146,125,0.8,30,11,48,40,0
3147,17,0.4,84,128,34,83,1
3148,57,0.3,61,86,34,70,1
3149,67,0.6,85,64,9,71,1
3150,97,0.9,15,128,63,53,1
3151,17,0.9,56,22,94,67,1
3152,25,0.5,33,32,37,61,0
3153,90,0.5,91,86,74,43,1
3154,102,0.0,51,83,10,11,0
3155,13,0.9,102,42,21,95,1
3156,104,0.6,9,67,68,12,1
3157,89,0.7,34,66,3,39,0
3158,14,0.5,119,93,14,67,0
3159,94,0.8,116,124,81,97,1
3160,48,0.6,59,105,56,70,1
3161,14,0.9,39,47,33,63,1
3162,107,1.0,145,102,32,24,1
3163,104,0.9,138,67,63,80,1
3164,15,0.8,80,59,34,34,1
3165,119,0.4,107,30,35,6,0
3166,62,0.4,113,51,84,46,1
3167,89,0.9,79,108,48,78,1
3168,38,0.6,125,100,72,57,1
3169,21,0.3,142,118,44,74,1
3170,11,0.4,94,65,86,93,1
3171,7,0.5,43,26,52,15,0
3172,70,0.2,138,19,16,7,0
3173,58,0.8,29,70,26,36,1
3174,8,0.4,76,55,65,6,0
3175,24,0.5,95,30,76,27,0
3176,100,0.5,55,35,61,5,0
3177,63,0.3,46,50,30,79,1
3178,60,0.9,7,27,91,66,1
3179,29,0.7,118,35,49,33,0
3180,112,0.9,27,129,49,50,1
3181,107,0.3,127,87,62,18,1
3182,85,0.2,43,33,37,87,1
3183,37,0.5,57,35,13,44,0
3184,107,0.8,131,82,82,12,1
3185,35,0.9,54,31,33,66,1
3186,40,0.4,79,29,58,82,0
3187,114,0.1,84,127,20,21,0
3188,54,0.3,68,54,6,7,0
3189,17,0.7,94,36,10,79,0
3190,62,0.6,12,97,89,92,1
3191,23,0.6,105,48,37,88,1
3192,116,0.0,5,106,13,43,0
3193,68,0.1,41,79,16,40,0
3194,96,0.3,102,33,32,77,1
3195,50,0.8,137,91,52,64,1
3196,44,0.6,28,80,48,22,0
3197,10,0.0,111,98,62,49,1
3198,23,0.7,102,52,43,43,1
3199,21,0.3,102,68,56,63,1
3200,31,0.1,140,26,53,65,0
3201,46,1.0,133,28,13,35,0
3202,11,0.4,58,12,93,62,0
3203,118,0.5,83,55,94,27,1
3204,5,0.9,80,60,46,62,1
3205,50,0.2,104,62,13,56,0
3206,27,0.2,8,83,8,60,0
3207,117,0.9,82,48,82,73,1
3208,39,0.1,98,104,4,72,0
3209,94,0.7,106,15,33,25,1
3210,38,0.1,60,18,81,20,0
3211,120,0.4,134,130,4,34,0
3212,92,0.2,127,94,82,42,1
3213,80,0.1,76,27,71,51,1
3214,96,0.8,5,47,15,7,0
3215,40,0.9,19,116,48,23,0
3216,121,1.0,31,30,49,23,0
3217,117,0.8,49,98,81,97,1
3218,37,0.3,24,81,40,98,0
3219,124,0.8,11,86,33,94,1
3220,19,0.4,82,36,12,87,0
3221,24,0.7,123,106,81,97,1
3222,54,0.5,79,125,98,41,1
3223,73,0.5,81,65,14,80,1
3224,117,0.4,60,54,50,18,1
3225,56,0.5,25,60,99,77,1
3226,94,0.1,53,50,23,22,0
3227,88,0.5,10,98,78,8,0
3228,82,0.5,35,125,49,49,1
3229,55,0.1,109,73,16,36,0
3230,111,0.3,94,76,88,79,1
3231,120,0.4,122,118,40,79,1
3232,28,0.4,34,94,95,27,0
3233,93,0.7,36,35,80,94,1
3234,122,0.0,61,19,96,84,1
3235,55,0.6,17,77,12,62,1
3236,71,0.7,36,110,96,56,1
3237,104,0.2,138,89,5,40,0
3238,94,0.5,138,33,41,97,1
3239,61,0.1,71,45,28,21,0
3240,41,0.9,114,115,75,94,1
3241,123,0.4,148,48,98,62,1
3242,14,0.3,8,71,39,68,0
3243,86,0.3,71,15,43,38,0
3244,39,0.6,120,104,51,6,1
3245,27,0.3,129,17,6,27,0
3246,93,0.4,77,30,47,41,0
3247,119,0.0,33,10,53,65,0
3248,20,0.2,72,76,81,21,0
3249,64,0.7,106,118,62,91,1
3250,91,0.7,81,26,78,72,1
3251,102,0.9,110,19,78,73,1
3252,38,1.0,69,89,10,59,1
3253,56,0.2,5,70,52,74,1
3254,106,0.9,18,39,91,40,0
3255,87,0.1,103,48,61,15,0
3256,68,0.3,33,16,35,67,0
3257,43,0.9,133,64,67,50,1
3258,56,0.0,46,48,86,6,0
3259,85,0.8,114,95,92,84,1
3260,65,1.0,66,51,22,41,1
3261,5,0.8,30,14,58,53,0
3262,82,0.6,56,65,18,24,1
3263,37,0.6,78,52,78,14,1
3264,30,0.5,5,75,17,73,0
3265,17,0.8,104,108,20,61,1
3266,40,0.5,121,89,82,60,1
3267,11,0.8,109,114,35,87,1
3268,48,0.8,38,29,25,79,1
3269,50,1.0,111,93,87,92,1
3270,55,0.4,53,92,46,93,1
3271,115,0.3,29,111,69,88,1
3272,76,0.5,9,24,27,67,0
3273,108,0.0,45,16,54,89,1
3274,71,0.6,46,29,95,5,1
3275,22,0.7,124,77,80,7,1
3276,93,0.3,95,42,44,52,1
3277,43,0.2,7,104,82,36,0
3278,122,0.2,94,93,61,99,1
3279,55,0.5,87,130,48,13,1
3280,64,0.6,112,61,18,57,1
3281,70,0.3,102,11,74,64,1
3282,15,0.2,68,19,45,74,0
3283,52,0.2,98,91,80,89,1
3284,22,0.8,86,101,86,6,1
3285,9,0.5,62,106,46,36,0
3286,31,0.4,98,62,52,14,0
3287,44,0.5,35,87,7,87,0
3288,121,0.8,44,111,58,28,1
3289,67,0.5,68,26,74,19,0
3290,43,1.0,11,46,74,76,0
3291,50,0.5,49,107,38,94,1
3292,73,0.5,148,89,29,57,1
3293,33,0.1,104,80,80,17,0
3294,18,0.9,28,117,56,7,0
3295,11,0.2,64,25,38,92,0
3296,75,0.3,141,47,54,6,0
3297,24,0.2,47,119,21,81,1
3298,85,0.6,91,85,7,9,1
3299,93,0.7,121,101,43,64,1
3300,31,0.4,75,17,76,42,0
3301,97,0.8,133,37,68,8,1
3302,29,0.1,142,83,73,5,0
3303,11,0.1,142,121,57,52,1
3304,10,0.9,129,54,90,97,1
3305,50,0.1,92,16,27,32,0
3306,77,0.8,135,51,56,46,1
3307,23,0.9,32,91,64,19,0
3308,42,0.0,21,120,85,86,0
3309,55,0.2,81,17,23,81,1
3310,17,0.4,17,111,37,17,0
3311,41,0.4,8,104,46,33,0
3312,104,0.2,60,10,13,25,0
3313,91,0.1,21,35,22,67,0
3314,23,0.6,75,12,56,29,0
3315,117,0.1,89,118,43,82,1
3316,93,0.7,6,54,14,96,1
3317,113,0.6,8,65,35,26,1
3318,82,0.6,92,119,36,98,1
3319,72,0.6,85,121,76,36,1
3320,27,0.6,127,37,29,56,1
3321,41,0.2,98,119,10,16,0
3322,23,0.0,59,46,56,31,0
3323,90,0.9,148,129,39,62,1
3324,13,0.5,88,101,71,57,1
3325,38,0.6,115,65,40,41,1
3326,43,0.7,18,14,59,99,0
3327,47,0.7,148,80,95,78,1
3328,15,0.8,101,99,23,91,1
3329,102,0.1,52,118,62,41,1
3330,96,0.6,36,31,8,72,1
3331,50,0.9,94,84,45,61,1
3332,55,0.8,42,65,27,58,1
3333,28,0.7,142,67,27,30,1
3334,75,0.1,114,26,98,81,1
3335,71,0.3,57,117,69,94,1
3336,55,0.9,143,116,99,99,1
3337,31,0.7,128,41,6,31,0
3338,120,0.4,29,12,60,21,0
3339,26,0.7,13,23,75,5,0
3340,114,0.5,60,31,10,62,0
3341,101,0.4,63,55,89,75,1
3342,101,0.6,141,118,11,31,1
3343,111,0.3,35,128,14,17,0
3344,98,0.7,21,106,5,91,1
3345,13,0.2,107,105,72,92,1
3346,14,0.7,135,55,18,12,0
3347,70,0.9,68,130,59,21,1
3348,118,0.1,64,86,69,13,1
3349,24,0.3,122,124,3,10,0
3350,19,0.4,11,52,32,96,0
3351,122,0.9,72,96,73,99,1
3352,97,1.0,12,78,79,43,1
3353,53,0.8,42,86,59,51,1
3354,73,0.2,76,40,21,64,1
3355,34,0.6,93,101,16,82,1
3356,64,0.9,90,71,87,58,1
3357,70,0.2,150,62,38,58,1
3358,76,0.1,82,115,30,29,1
3359,78,0.3,88,68,25,42,1
3360,56,1.0,148,82,74,45,1
3361,88,0.6,66,25,81,61,1
3362,72,0.1,62,59,64,57,1
3363,104,0.8,131,83,4,15,1
3364,7,1.0,148,28,6,89,0
3365,114,0.6,80,78,97,96,1
3366,9,0.7,33,13,94,57,0
3367,48,0.7,63,117,93,28,1
3368,46,0.0,12,97,3,88,0
3369,47,0.7,7,53,27,69,1
3370,112,0.2,62,126,91,33,1
3371,53,0.5,115,28,55,93,1
3372,103,0.9,45,62,55,62,1
3373,53,0.1,65,63,3,50,1
3374,102,0.1,21,120,4,13,0
3375,89,0.7,109,57,41,73,1
3376,66,0.0,27,85,84,74,1
3377,97,0.2,29,107,59,86,1
3378,95,0.7,64,30,70,5,1
3379,45,0.0,140,18,42,68,0
3380,108,0.0,122,102,12,56,1
3381,110,0.4,133,17,40,97,1
3382,39,0.2,134,115,42,27,0
3383,44,0.0,41,28,42,61,0
3384,122,0.7,105,81,12,13,1
3385,94,0.6,59,38,15,42,0
3386,123,1.0,98,54,79,90,1
3387,46,0.1,43,32,18,93,0
3388,58,0.6,110,29,60,41,1
3389,61,0.4,70,59,28,44,1
3390,88,0.1,5,97,51,62,1
3391,48,0.1,98,80,61,91,1
3392,113,0.0,26,107,3,75,0
3393,121,0.7,12,81,82,50,1
3394,95,0.3,34,41,61,64,0
3395,8,0.4,80,104,69,91,1
3396,41,0.4,57,103,83,91,1
3397,6,0.1,103,59,83,64,1
3398,100,0.1,82,103,26,90,1
3399,62,1.0,122,67,17,5,1
3400,76,0.4,115,69,12,15,0
3401,112,0.9,103,72,85,10,1
3402,34,0.3,71,33,10,75,0
3403,121,0.7,59,105,55,12,1
3404,98,0.9,8,64,10,17,0
3405,84,0.4,86,20,27,10,0
3406,40,0.2,73,63,83,83,1
3407,36,0.7,80,94,50,80,1
3408,60,0.1,101,108,21,13,1
3409,123,0.6,130,124,88,98,1
3410,48,0.3,82,13,86,52,0
3411,92,0.9,82,38,78,81,1
3412,49,0.1,134,21,49,50,0
3413,120,0.4,31,105,65,7,0
3414,26,0.5,59,37,4,23,0
3415,47,0.5,35,95,88,66,0
3416,26,0.0,34,39,48,76,0
3417,51,0.8,147,90,80,57,1
3418,91,0.3,125,92,20,50,1
3419,69,0.3,48,44,89,72,1
3420,108,0.1,113,120,61,63,1
3421,63,0.1,45,56,33,70,1
3422,39,0.0,34,25,65,94,0
3423,19,0.4,49,66,41,32,0
3424,47,0.1,62,101,42,8,0
3425,48,0.1,24,121,60,48,0
3426,62,0.6,64,84,79,76,1
3427,65,0.7,126,67,63,10,1
3428,64,0.1,109,119,68,91,1
3429,71,0.3,101,87,79,63,1
3430,96,0.6,67,14,76,96,1
3431,112,0.9,95,76,46,80,1
3432,70,0.3,103,39,87,19,0
3433,25,0.9,105,66,70,52,1
3434,89,0.2,110,98,85,69,1
3435,59,0.8,127,27,8,57,1
3436,34,0.8,28,20,46,29,0
3437,75,0.9,129,44,31,93,1
3438,44,0.6,132,79,40,97,1
3439,18,0.6,90,60,19,29,0
3440,57,0.4,67,102,64,83,1
3441,14,0.7,81,81,84,61,1
3442,32,0.6,143,63,67,56,1
3443,123,0.6,95,31,17,9,0
3444,9,0.4,75,48,62,6,0
3445,52,0.4,40,67,68,11,1
3446,54,0.3,123,59,13,53,1
3447,108,0.6,57,38,16,99,1
3448,64,0.4,143,97,34,9,1
3449,101,0.3,122,129,41,10,1
3450,58,0.7,126,119,53,51,1
3451,23,0.7,90,70,56,42,1
3452,48,0.9,77,106,18,21,0
3453,43,0.9,91,88,4,98,1
3454,73,0.4,48,130,60,5,1
3455,68,0.7,24,89,24,12,1
3456,50,0.6,122,11,36,88,1
3457,63,0.6,149,82,58,21,1
3458,37,0.5,11,96,23,63,0
3459,122,0.4,102,118,56,32,1
3460,92,0.9,86,74,21,91,1
3461,102,0.8,124,117,38,99,1
3462,102,0.3,127,49,99,65,1
3463,101,0.3,15,69,61,96,1
3464,123,0.7,118,90,35,17,1
3465,22,0.5,34,101,19,42,0
3466,38,0.6,37,72,98,15,1
3467,81,0.1,51,33,28,66,1
3468,118,0.4,104,47,17,43,0
3469,30,0.5,52,69,41,83,1
3470,92,1.0,105,21,86,11,1
3471,17,0.2,122,26,32,9,0
3472,114,0.5,123,89,31,54,1
3473,7,0.2,53,34,57,75,0
3474,110,0.9,39,48,76,80,1
3475,8,0.7,142,114,56,24,1
3476,22,0.2,44,20,32,46,0
3477,89,0.8,46,33,80,68,1
3478,63,0.6,87,59,93,67,1
3479,9,0.2,62,38,68,75,0
3480,79,0.9,103,111,37,18,1
3481,40,1.0,74,115,15,48,1
3482,95,1.0,79,72,18,50,1
3483,23,0.1,148,76,31,25,0
3484,120,0.6,35,101,96,98,1
3485,61,0.1,98,36,85,79,1
3486,33,1.0,78,119,86,46,1
3487,94,0.9,23,121,64,40,1
3488,91,0.8,52,27,86,59,1
3489,42,0.7,77,66,50,67,1
3490,32,0.3,41,106,59,96,1
3491,45,1.0,15,11,92,41,0
3492,37,0.9,72,87,4,98,1
3493,115,0.1,123,48,42,64,1
3494,35,0.8,18,120,88,15,0
3495,13,0.2,96,76,79,68,1
3496,13,0.0,12,77,23,8,0
3497,118,0.1,133,48,10,69,0
3498,23,1.0,150,83,25,66,1
3499,61,0.6,124,89,41,44,1
3500,80,0.4,69,53,43,25,1
3501,31,0.1,44,37,29,12,0
3502,13,0.7,64,15,96,85,1
3503,111,0.8,25,125,64,20,1
3504,73,1.0,141,67,64,26,1
3505,6,0.5,35,122,88,47,0
3506,50,0.6,128,95,8,99,1
3507,68,0.5,44,75,97,6,1
3508,12,0.5,113,98,95,52,1
3509,71,0.3,80,52,69,38,1
3510,58,0.4,47,48,83,53,1
3511,15,0.7,136,56,36,46,1
3512,121,0.4,50,74,91,89,1
3513,102,0.5,123,35,61,93,1
3514,17,0.7,43,14,82,42,0
3515,38,0.0,20,64,56,7,0
3516,116,0.3,8,124,38,91,1
3517,124,0.6,28,77,34,84,1
3518,78,0.4,126,102,3,91,1
3519,20,0.2,9,113,8,96,0
3520,123,0.1,21,113,61,10,0
3521,7,0.9,74,61,36,58,1
3522,68,0.6,52,130,94,20,1
3523,104,0.6,11,89,37,99,1
3524,6,0.4,25,29,54,80,0
3525,82,0.7,13,50,22,66,1
3526,71,0.3,46,10,75,72,1
3527,117,0.3,56,72,57,20,1
3528,75,0.9,56,65,39,92,1
3529,95,0.2,57,39,65,28,0
3530,77,0.2,116,90,62,62,1
3531,42,0.8,12,34,24,51,0
3532,20,0.5,122,39,51,66,0
3533,99,0.0,116,115,29,97,1
3534,11,0.4,92,58,55,56,1
3535,91,0.5,150,33,77,14,0
3536,26,0.4,23,39,53,28,0
3537,59,0.1,52,60,59,25,1
3538,116,1.0,45,111,50,59,1
3539,21,0.6,56,127,83,8,1
3540,107,0.6,66,49,43,21,1
3541,104,0.1,111,86,56,25,1
3542,87,0.1,63,79,41,36,1
3543,10,0.2,123,46,43,45,0
3544,13,0.5,141,94,61,24,0
3545,103,0.7,70,16,11,97,1
3546,120,0.2,128,92,96,80,1
3547,55,0.9,48,116,65,28,1
3548,121,0.7,118,60,68,10,1
3549,60,0.5,5,69,21,65,1
3550,15,0.1,31,85,34,65,0
3551,17,0.9,128,102,87,86,1
3552,75,0.3,16,54,98,84,1
3553,5,0.3,65,60,78,89,1
3554,14,0.6,15,64,68,96,1
3555,57,0.5,94,120,33,62,1
3556,21,0.8,121,27,84,35,0
3557,61,0.3,66,88,77,5,1
3558,46,0.8,129,31,54,89,1
3559,123,0.1,74,83,4,34,0
3560,60,0.2,82,88,68,54,1
3561,115,0.5,150,109,99,61,1
3562,43,0.9,121,87,94,41,1
3563,59,0.9,87,115,84,17,1
3564,83,0.8,89,66,25,32,1
3565,92,0.4,67,102,71,49,1
3566,122,0.6,12,20,34,60,1
3567,61,1.0,136,56,51,36,1
3568,76,0.2,91,75,58,35,1
3569,13,0.3,139,126,77,75,1
3570,82,0.6,82,56,20,60,1
3571,17,0.6,17,124,87,76,1
3572,15,1.0,53,127,14,53,1
3573,89,0.6,19,19,64,61,1
3574,17,0.5,127,76,82,88,1
3575,107,0.8,21,80,96,53,1
3576,28,0.3,9,43,25,86,0
3577,75,0.8,107,102,91,9,1
3578,18,0.7,55,24,43,29,0
3579,27,0.6,135,89,69,9,1
3580,80,0.2,7,115,92,24,0
3581,43,0.3,12,63,3,38,0
3582,106,0.8,94,112,79,21,1
3583,43,0.1,92,94,90,100,1
3584,114,0.7,107,14,69,25,1
3585,29,0.7,50,91,55,77,1
3586,65,0.3,60,100,67,50,1
3587,79,0.2,25,96,6,80,0
3588,23,1.0,109,23,3,98,0
3589,115,0.4,29,69,47,44,0
3590,80,0.8,72,14,31,60,1
3591,45,0.5,41,84,32,37,0
3592,64,0.7,127,45,86,12,1
3593,37,0.9,127,113,66,73,1
3594,117,0.4,18,96,57,96,1
3595,107,0.2,18,100,66,56,1
3596,34,0.1,25,130,79,100,0
3597,116,0.7,66,69,54,18,1
3598,70,0.1,39,36,5,40,0
3599,117,0.8,61,64,32,25,1
3600,16,0.3,57,38,65,98,0
3601,49,0.7,54,111,56,87,1
3602,87,0.4,128,127,67,81,1
3603,14,0.8,140,11,14,95,0
3604,123,0.9,113,46,35,82,1
3605,27,0.7,46,69,84,13,1
3606,61,0.7,8,47,47,88,1
3607,87,0.2,128,18,40,87,1
3608,27,0.7,149,73,84,35,1
3609,87,0.0,100,64,28,77,1
3610,57,0.1,76,84,33,19,1
3611,108,0.3,107,84,67,79,1
3612,121,0.5,51,109,69,51,1
3613,38,0.0,52,109,85,81,1
3614,84,0.1,137,59,19,37,0
3615,10,0.1,58,108,97,23,0
3616,98,0.4,22,41,29,86,0
3617,73,0.9,137,27,34,58,1
3618,45,0.9,13,71,79,54,1
3619,28,0.5,133,97,73,72,1
3620,11,0.7,23,102,47,84,1
3621,21,0.3,27,27,76,49,0
3622,41,1.0,21,25,93,73,0
3623,23,0.4,7,46,33,90,0
3624,51,0.9,81,118,88,42,1
3625,97,0.1,127,29,46,36,0
3626,93,0.8,110,74,41,80,1
3627,17,0.6,32,119,58,41,0
3628,85,0.7,132,64,71,75,1
3629,114,0.9,111,69,23,46,1
3630,122,0.1,143,76,62,47,1
3631,39,0.6,28,32,13,10,0
3632,121,0.2,74,71,75,20,1
3633,33,0.1,46,117,95,82,1
3634,73,0.5,94,128,58,20,1
3635,18,0.5,95,68,30,34,0
3636,89,0.7,18,45,87,8,0
3637,97,0.3,108,18,75,86,1
3638,122,0.1,21,94,77,69,1
3639,75,0.8,40,54,33,20,1
3640,83,0.8,133,84,18,6,1
3641,85,0.5,79,82,16,8,0
3642,86,0.2,23,45,21,55,0
3643,56,0.9,111,83,81,66,1
3644,55,0.3,117,118,30,46,1
3645,22,0.0,60,105,35,85,1
3646,29,0.0,56,76,52,50,1
3647,106,0.9,87,128,89,36,1
3648,18,0.7,62,77,17,48,1
3649,119,0.5,12,46,79,30,0
3650,59,0.6,135,50,62,7,1
3651,73,0.4,116,63,94,83,1
3652,104,0.5,42,114,79,17,1
3653,88,0.3,45,95,38,98,1
3654,109,0.3,76,27,23,9,0
3655,43,0.9,87,17,66,32,0
3656,122,1.0,106,129,39,14,1
3657,43,1.0,56,56,60,28,1
3658,92,0.3,79,86,22,85,1
3659,89,0.8,19,78,58,65,1
3660,47,0.9,121,86,22,63,1
3661,96,0.7,97,114,84,100,1
3662,30,0.2,38,42,87,84,0
3663,115,0.5,72,126,37,48,1
3664,37,0.2,68,18,6,15,0
3665,119,0.1,67,59,11,74,1
3666,95,0.9,92,68,40,39,1
3667,8,0.9,15,89,28,37,0
3668,122,0.2,42,45,84,49,1
3669,48,0.5,28,46,76,10,0
3670,24,0.5,73,82,35,20,0
3671,36,0.7,45,87,62,100,1
3672,36,0.5,67,61,19,75,0
3673,12,0.6,36,12,57,74,1
3674,84,0.1,6,103,41,39,0
3675,6,0.6,38,113,26,68,1
3676,125,0.1,122,65,23,16,1
3677,104,0.8,140,29,89,91,1
3678,52,0.5,123,83,77,93,1
3679,56,0.6,71,77,53,86,1
3680,114,0.0,22,128,80,84,1
3681,9,0.4,62,13,86,11,0
3682,105,1.0,5,118,33,94,1
3683,19,0.2,76,81,37,91,1
3684,23,0.8,109,59,67,18,1
3685,84,0.0,30,19,52,69,0
3686,54,0.4,87,50,92,19,0
3687,50,0.4,106,109,84,10,0
3688,89,0.1,77,18,45,32,0
3689,111,0.9,131,15,8,8,0
3690,112,0.8,134,30,11,96,1
3691,68,0.9,130,79,39,65,1
3692,93,0.3,77,30,67,35,0
3693,36,0.5,77,61,56,50,1
3694,72,0.5,88,119,18,63,1
3695,56,0.4,116,92,24,89,1
3696,119,0.3,133,94,15,53,1
3697,32,0.0,24,37,59,34,0
3698,56,0.9,65,84,55,76,1
3699,120,0.9,88,47,92,45,1
3700,118,0.6,147,45,77,60,1
3701,68,0.8,95,19,57,73,1
3702,124,0.3,65,74,32,95,1
3703,27,0.1,50,82,82,55,1
3704,61,0.4,43,85,8,32,0
3705,80,0.6,45,11,12,39,0
3706,83,0.9,122,129,73,5,1
3707,59,0.4,132,67,82,80,1
3708,87,0.8,34,62,72,71,1
3709,72,0.8,111,81,29,83,1
3710,13,0.5,149,28,75,78,0
3711,107,0.8,139,76,26,48,1
3712,50,0.8,37,95,17,13,0
3713,93,0.5,47,121,27,23,1
3714,59,0.4,62,53,93,12,1
